timestamp,asset_id,vibration_rms,temperature_c,load_percent,failure_phase,failure_start_hour
2026-01-01 00:00:04,pump-001,2.8704094378583678,45.66246955912276,76.46312339618326,0,48
2026-01-01 00:01:07,pump-001,3.078547316895718,44.07767230333997,73.10088566066653,0,48
2026-01-01 00:02:01,pump-001,2.231928372780477,44.18732908016518,77.37557947567879,0,48
2026-01-01 00:03:06,pump-001,2.7870275229503725,44.996375598903384,74.83633171617737,0,48
2026-01-01 00:03:59,pump-001,3.012640825016915,44.46416975456363,76.68616898088267,0,48
2026-01-01 00:05:03,pump-001,2.5969711942227733,44.68434351309836,78.62598145374045,0,48
2026-01-01 00:05:53,pump-001,2.775190549353785,45.51180239332409,74.61795283581215,0,48
2026-01-01 00:06:58,pump-001,3.0093065813047546,44.907015647452816,73.36613326636189,0,48
2026-01-01 00:08:00,pump-001,2.600200356032725,45.642116799537604,78.8478334087518,0,48
2026-01-01 00:08:58,pump-001,3.0236976125613944,45.3709629315661,73.92272735079248,0,48
2026-01-01 00:09:53,pump-001,2.7223277791528093,44.88948365302722,75.20351370872307,0,48
2026-01-01 00:10:52,pump-001,2.721551102995249,45.11058873869514,74.76126121160976,0,48
2026-01-01 00:12:05,pump-001,3.294817739608459,44.68220194281917,74.5506901373488,0,48
2026-01-01 00:13:04,pump-001,3.193942480323957,45.42261928057627,71.98130085799,0,48
2026-01-01 00:14:05,pump-001,3.3250764744877657,45.6163857085172,74.26479184239405,0,48
2026-01-01 00:15:07,pump-001,2.9757790802563577,45.28214265669455,75.34830680176884,0,48
2026-01-01 00:16:04,pump-001,2.9678075484430395,45.78970079550404,78.38584762288548,0,48
2026-01-01 00:17:03,pump-001,3.317354306927894,45.63105258121284,74.10107305073286,0,48
2026-01-01 00:17:56,pump-001,2.7308711829009904,44.91820061725929,76.62575760881212,0,48
2026-01-01 00:19:08,pump-001,2.4755246890995775,45.179996360316714,76.10692766774588,0,48
2026-01-01 00:20:04,pump-001,2.8719330308098057,45.96141863651158,74.53697083473668,0,48
2026-01-01 00:20:56,pump-001,3.0387037419650205,45.82258445454035,75.0610092853998,0,48
2026-01-01 00:22:01,pump-001,2.8808581597961145,45.224541515644276,73.47677683705551,0,48
2026-01-01 00:23:05,pump-001,2.9311043362673157,45.597480965133116,73.82707368438338,0,48
2026-01-01 00:23:52,pump-001,3.159958638992325,45.54743929253577,75.54028832847546,0,48
2026-01-01 00:25:07,pump-001,3.117522546613943,44.634186720714936,76.04908958531884,0,48
2026-01-01 00:25:55,pump-001,2.724735596228934,45.19118205623482,75.46540734954792,0,48
2026-01-01 00:26:56,pump-001,3.045367236538996,44.66367074633343,73.90365234889586,0,48
2026-01-01 00:27:55,pump-001,2.8997283039943675,45.85579196397287,72.85713252366793,0,48
2026-01-01 00:28:55,pump-001,2.827733384839717,45.23018950584868,75.59014936151425,0,48
2026-01-01 00:29:57,pump-001,3.0545523752258994,44.663971641662854,76.70304592559843,0,48
2026-01-01 00:31:02,pump-001,2.876978700279734,44.31452796696716,80.1429974732724,0,48
2026-01-01 00:31:54,pump-001,2.96648273442841,45.60205264930473,76.78208246528399,0,48
2026-01-01 00:33:05,pump-001,2.866096520504527,45.28648369595389,73.71131286531148,0,48
2026-01-01 00:33:52,pump-001,3.162342967393372,44.98868558904733,76.16507203628221,0,48
2026-01-01 00:35:01,pump-001,3.1862963873051235,43.94942566766377,74.12294273892638,0,48
2026-01-01 00:36:02,pump-001,2.887014120306728,45.447074081118835,78.08926107876214,0,48
2026-01-01 00:37:02,pump-001,3.147673067237981,45.115310109067245,75.93799127669153,0,48
2026-01-01 00:37:57,pump-001,3.0547022032744677,44.50088631496455,75.45620440673586,0,48
2026-01-01 00:38:58,pump-001,3.260733047011472,44.71921442685201,78.17727406417747,0,48
2026-01-01 00:40:02,pump-001,3.102862821172929,46.31385777225886,79.32539961304549,0,48
2026-01-01 00:41:04,pump-001,3.223297685790964,45.06965511042762,73.27723387316294,0,48
2026-01-01 00:42:05,pump-001,2.903483730182263,46.002852414074844,75.87977120746592,0,48
2026-01-01 00:42:55,pump-001,3.073132950890871,44.74630341904405,78.30036772875198,0,48
2026-01-01 00:43:52,pump-001,2.8266851142711302,45.63577749685994,77.71845336955376,0,48
2026-01-01 00:44:56,pump-001,3.0243351123868436,45.69743724292035,78.55509565484948,0,48
2026-01-01 00:46:03,pump-001,3.0243351123868436,45.69743724292035,78.55509565484948,0,48
2026-01-01 00:46:52,pump-001,3.176068270389977,45.156632630480196,76.4015653267392,0,48
2026-01-01 00:47:53,pump-001,2.9090627552048676,44.35722510111003,74.88552165475284,0,48
2026-01-01 00:49:05,pump-001,2.4256082683826,45.11710991786524,77.7914399402185,0,48
2026-01-01 00:49:52,pump-001,3.2045120718827054,44.83884178847179,77.39066372681079,0,48
2026-01-01 00:50:57,pump-001,3.024390865983971,44.62074525216504,76.32568553486797,0,48
2026-01-01 00:51:59,pump-001,2.944414693320666,44.81807982952104,75.2528702617631,0,48
2026-01-01 00:53:03,pump-001,2.9133331296165053,45.05437819973636,77.19975491815048,0,48
2026-01-01 00:53:54,pump-001,3.1566698052645643,45.26001235457706,76.84350125480857,0,48
2026-01-01 00:54:53,pump-001,2.9144649174861965,45.753205917709536,76.94273321226454,0,48
2026-01-01 00:55:59,pump-001,2.6867464911840315,44.382460121296454,77.76884240521487,0,48
2026-01-01 00:57:04,pump-001,3.3336285405517416,44.83992064960751,77.10771758626908,0,48
2026-01-01 00:57:57,pump-001,2.8807457739638167,44.641907243224644,76.11910642796511,0,48
2026-01-01 00:59:07,pump-001,2.767900222354602,45.190957466826,79.04563310591175,0,48
2026-01-01 00:59:59,pump-001,2.694234197470035,44.81038415346993,76.67227494557434,0,48
2026-01-01 01:01:05,pump-001,2.916949455897456,43.95762708629221,74.83590754397349,0,48
2026-01-01 01:02:08,pump-001,3.1605455259373527,44.59373612976774,76.17326890714898,0,48
2026-01-01 01:03:00,pump-001,3.1695213352013685,45.28025723642002,76.35400035644608,0,48
2026-01-01 01:03:59,pump-001,3.1373576475428018,44.74442878493202,78.8425454573986,0,48
2026-01-01 01:05:00,pump-001,2.9261163617658132,45.349495487615144,74.99284961007874,0,48
2026-01-01 01:06:00,pump-001,2.5940567110294244,44.97410898857338,75.24680370428351,0,48
2026-01-01 01:07:02,pump-001,2.5940567110294244,44.97410898857338,75.24680370428351,0,48
2026-01-01 01:07:55,pump-001,2.572392266698961,44.90815502815601,75.11380234705126,0,48
2026-01-01 01:08:54,pump-001,3.3278665302601707,44.81219003545444,76.18935241226593,0,48
2026-01-01 01:10:08,pump-001,3.2081940223979952,44.15158793981365,76.58143024744587,0,48
2026-01-01 01:11:02,pump-001,2.7670468371877797,44.950300006790314,76.78665720600247,0,48
2026-01-01 01:12:01,pump-001,2.905940315110781,45.0534432986165,76.61961069182411,0,48
2026-01-01 01:13:00,pump-001,2.5587036332110413,44.96723775490183,80.21743884107856,0,48
2026-01-01 01:13:57,pump-001,2.8930831481715864,44.67866296178519,79.98808255478033,0,48
2026-01-01 01:14:57,pump-001,3.273740633178657,45.845186031382745,76.31217790177195,0,48
2026-01-01 01:15:59,pump-001,2.912685418182196,45.578588985230624,75.788592572319,0,48
2026-01-01 01:16:52,pump-001,2.727721931692164,44.92314402338676,76.9295695637236,0,48
2026-01-01 01:17:59,pump-001,3.0831021763351347,44.75747691125212,78.42452368334976,0,48
2026-01-01 01:19:06,pump-001,3.192413977238981,45.6502153008125,78.66800650058558,0,48
